id	url	title	abstract
45da5d45b545143891111c2fbf9df6f7	https://patents.google.com/patent/CN111825762A/en	"Nano antibody of S protein RBD structure domain of anti SARS-COV-2 virus and its use \n       "	"\n     The invention provides a nano antibody for resisting an RBD structural domain of SARS-COV-2 virus S protein, which can identify the RBD structural domain of SARS-COV-2 virus S protein and comprises one or more than one of nano antibody 1-nano antibody 19; the nano antibody can be specifically combined with an S protein RBD region of SARS-COV-2, the combination of virus and a cell receptor ACE2 is blocked, and the EC50 of the combination of the antibody and the RBD is 0.4212 ng/ml-325.24 ng/ml. The nano antibody competes with a virus receptor ACE2 protein, and IC50 is 2.433 nM-100.02 nM. The invention also provides the use of the nano antibody and the recombinant antibody thereof in the preparation of drugs for inhibiting SARS-COV-2 virus infection, and the preparation of SARS-COV-2 virus detection test reagents or kits. \n     \n   "
e077a49d3f18f882b5ec487d6cb06008	https://www.nature.com/articles/s41467-020-19204-y	"Selection, biophysical and structural analysis of synthetic nanobodies that effectively neutralize SARS-CoV-2"	"The coronavirus SARS-CoV-2 is the cause of the ongoing COVID-19 pandemic. Therapeutic neutralizing antibodies constitute a key short-to-medium term approach to tackle COVID-19. However, traditional antibody production is hampered by long development times and costly production. Here, we report the rapid isolation and characterization of nanobodies from a synthetic library, known as sybodies (Sb), that target the receptor-binding domain (RBD) of the SARS-CoV-2 spike protein. Several binders with low nanomolar affinities and efficient neutralization activity were identified of which Sb23 displayed high affinity and neutralized pseudovirus with an IC50 of 0.6\u2009\u00b5g/ml. A cryo-EM structure of the spike bound to Sb23 showed that Sb23 binds competitively in the ACE2 binding site. Furthermore, the cryo-EM reconstruction revealed an unusual conformation of the spike where two RBDs are in the \u2018up\u2019 ACE2-binding conformation. The combined approach represents an alternative, fast workflow to select binders with neutralizing activity against newly emerging viruses. Here, the authors isolate several nanobodies from a synthetic library that bind the receptor-binding domain (RBD) of SARS-CoV-2 spike protein (S) and neutralize S pseudotyped viruses. Cryo-EM structure of Spike with one nanobody and further biophysical analysis shows competition with ACE2 binding."
a13845c93a85ddb20c728fcd00e59555	https://www.biorxiv.org/content/10.1101/2021.01.27.428466v1	"Synthetic nanobody\u2013SARS-CoV-2 receptor-binding domain structures identify distinct epitopes"	"The worldwide spread of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) demands unprecedented attention. We report four X-ray crystal structures of three synthetic nanobodies (sybodies) (Sb16, Sb45 and Sb68) bind to the receptor-binding domain (RBD) of SARS-CoV-2: binary complexes of Sb16\u2013RBD and Sb45\u2013RBD; a ternary complex of Sb45\u2013RBD\u2013Sb68; and Sb16 unliganded. Sb16 and Sb45 bind the RBD at the ACE2 interface, positioning their CDR2 and CDR3 loops diametrically. Sb16 reveals a large CDR2 shift when binding the RBD. Sb68 interacts peripherally at the ACE2 interface; steric clashes with glycans explain its mechanism of viral neutralization. Superposing these structures onto trimeric spike (S) protein models indicates these sybodies bind conformations of the mature S protein differently, which may aid therapeutic design.\n\nOne Sentence Summary X-ray structures of synthetic nanobodies complexed with the receptor-binding domain of the spike protein of SARS-CoV-2 reveal details of CDR loop interactions in recognition of distinct epitopic sites.\n\n### Competing Interest Statement\n\nThe authors have declared no competing interest."
216ecb44fcf5978fded5e86222d90423	https://science.sciencemag.org/content/early/2020/11/04/science.abe4747	"Versatile and multivalent nanobodies efficiently neutralize SARS-CoV-2"	"Monoclonal antibodies that bind to the spike protein of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) show therapeutic promise but must be produced in mammalian cells and need to be delivered intravenously. By contrast, single-domain antibodies called nanobodies can be produced in bacteria or yeast, and their stability may enable aerosol delivery. Two papers now report nanobodies that bind tightly to spike and efficiently neutralize SARS-CoV-2 in cells. Schoof et al. screened a yeast surface display of synthetic nanobodies and Xiang et al. screened anti-spike nanobodies produced by a llama. Both groups identified highly potent nanobodies that lock the spike protein in an inactive conformation. Multivalent constructs of selected nanobodies achieved even more potent neutralization.\n\nScience , this issue p. [1473][1], p. [1479][2]\n\nCost-effective, efficacious therapeutics are urgently needed to combat the COVID-19 pandemic. In this study, we used camelid immunization and proteomics to identify a large repertoire of highly potent neutralizing nanobodies (Nbs) to the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) spike protein receptor binding domain (RBD). We discovered Nbs with picomolar to femtomolar affinities that inhibit viral infection at concentrations below the nanograms-per-milliliter level, and we determined a structure of one of the most potent Nbs in complex with the RBD. Structural proteomics and integrative modeling revealed multiple distinct and nonoverlapping epitopes and indicated an array of potential neutralization mechanisms. We bioengineered multivalent Nb constructs that achieved ultrahigh neutralization potency (half-maximal inhibitory concentration as low as 0.058 ng/ml) and may prevent mutational escape. These thermostable Nbs can be rapidly produced in bulk from microbes and resist lyophilization and aerosolization.\n\n [1]: /lookup/doi/10.1126/science.abe3255\n [2]: /lookup/doi/10.1126/science.abe4747"
9bddbf8c1d5dca8622ec317fb70231da	https://patents.google.com/patent/US10822379B1/en	"Molecules that bind to SARS-CoV-2 \n       "	"\n     This document provides methods and materials involved in binding a binder (e.g., an antibody, antigen binding fragment, and/or antibody domain) to a SARS-CoV-2 antigen. For example, binders (e.g., antibodies, antigen binding fragments, and antibody domains) that bind to a SARS-CoV-2 polypeptide and methods and materials for using one or more such binding molecules to treat a mammal (e.g., a human) having COVID-19 (or a viral infection caused by SARS-CoV-2) are provided. \n   \n   "
da3494fb2a836e23c61f9936366ac9d9	https://advances.sciencemag.org/content/4/8/eaas9667	"Chimeric camel/human heavy-chain antibodies protect against MERS-CoV infection"	"Middle East respiratory syndrome coronavirus (MERS-CoV) continues to cause outbreaks in humans as a result of spillover events from dromedaries. In contrast to humans, MERS-CoV\u2013exposed dromedaries develop only very mild infections and exceptionally potent virus-neutralizing antibody responses. These strong antibody responses may be caused by affinity maturation as a result of repeated exposure to the virus or by the fact that dromedaries\u2014apart from conventional antibodies\u2014have relatively unique, heavy chain\u2013only antibodies (HCAbs). These HCAbs are devoid of light chains and have long complementarity-determining regions with unique epitope binding properties, allowing them to recognize and bind with high affinity to epitopes not recognized by conventional antibodies. Through direct cloning and expression of the variable heavy chains (VHHs) of HCAbs from the bone marrow of MERS-CoV\u2013infected dromedaries, we identified several MERS-CoV\u2013specific VHHs or nanobodies. In vitro, these VHHs efficiently blocked virus entry at picomolar concentrations. The selected VHHs bind with exceptionally high affinity to the receptor binding domain of the viral spike protein. Furthermore, camel/human chimeric HCAbs\u2014composed of the camel VHH linked to a human Fc domain lacking the CH1 exon\u2014had an extended half-life in the serum and protected mice against a lethal MERS-CoV challenge. HCAbs represent a promising alternative strategy to develop novel interventions not only for MERS-CoV but also for other emerging pathogens."
25e008e5b375b688fb295042e7d9db83	https://www.biorxiv.org/content/10.1101/2020.11.11.378778v1	"Rapid generation of potent antibodies by autonomous hypermutation in yeast"	"The predominant approach for antibody generation remains animal immunization, which can yield exceptionally selective and potent antibody clones owing to the powerful evolutionary process of somatic hypermutation. However, animal immunization is inherently slow, has poor compatibility with certain antigens ( e . g ., integral membrane proteins), and suffers from self-tolerance and immunodominance, which limit the functional spectrum of antibodies that can be obtained. Here, we describe Autonomous Hypermutation yEast surfAce Display (AHEAD), a synthetic recombinant antibody generation technology that imitates somatic hypermutation inside engineered yeast. In AHEAD, antibody fragments are encoded on an error-prone orthogonal DNA replication system, resulting in Saccharomyces cerevisiae populations that continuously mutate surface-displayed antibody repertoires. Simple cycles of yeast culturing and enrichment for antigen binding drive the evolution of high-affinity antibody clones in a readily parallelizable process that takes as little as 2 weeks. We applied AHEAD to generate nanobodies against the SARS-CoV-2 S glycoprotein, a GPCR, and other targets. The SARS-CoV-2 nanobodies, concurrently evolved from an open-source na\u00efve nanobody library in 8 independent experiments, reached subnanomolar affinities through the sequential fixation of multiple mutations over 3-8 AHEAD cycles that saw \u223c580-fold and \u223c925-fold improvements in binding affinities and pseudovirus neutralization potencies, respectively. These experiments highlight the defining speed, parallelizability, and effectiveness of AHEAD and provide a template for streamlined antibody generation at large with salient utility in rapid response to current and future viral outbreaks.\n\n### Competing Interest Statement\n\nProvisional patents have been filed on this work, with A.W., C.M., A.C.K., and C.C.L. as co-inventors. A.C.K. is a co-founder and advisor of Tectonic Therapeutic, Inc., and of the Institute for Protein Innovation. C.C.L. is a co-founder of K2 Biotechnologies, Inc., which focuses on the use of continuous evolution technologies applied to antibody engineering."
3b190314c68df4ed405fabe98a907118	https://patents.google.com/patent/CN111647077A/en	"Novel coronavirus (SARS-COV-2) spike protein binding molecule and application thereof \n       "	"\n     The invention relates to the field of medical biotechnology, and particularly discloses a novel coronavirus (SARS-COV-2) spike protein binding molecule and application thereof. The binding molecule is capable of specifically binding to the spike protein of SARS-COV-2 and comprises at least one immunoglobulin single variable domain. The SARS-COV-2-Spike protein binding molecule provided by the invention can specifically bind to SARS-COV-2-Spike protein, and effectively block the binding of SARS-COV-2-Spike protein and human body cell ACE2 receptor, thereby blocking the infection process of SARS-COV-2 to cells and inhibiting the infection and amplification of SARS-COV-2. \n     \n   "
ba0e519311f4a1b2f5fdc4a2a22fb20e	https://patents.google.com/patent/CN111647076A/en	"Neutralizing single-domain antibody for resisting novel coronavirus SARS-Cov-2 and application thereof \n       "	"\n     The invention relates to a neutralizing single-domain antibody for resisting novel coronavirus SARS-Cov-2 and application thereof. The antibody has at least one of a heavy chain CDR1, a heavy chain CDR2, and a heavy chain CDR 3. The antibody can be used for preparing a diagnostic reagent or a diagnostic kit, an antibody medicament or a pharmaceutical composition aiming at COVID-19. The invention obtains the neutralizing single-domain antibody for resisting novel coronavirus SARS-Cov-2 by phage display technology, the antibody can block the combination of SARS-Cov-2-RBD and ACE2 positive cells, has obvious virus neutralizing effect on SARS-Cov-2 pseudovirus, and provides effective alternative antibody medicine for preventing and treating COVID-19. \n     \n   "
018be3fea84601a90ea29295ef8bc4f0	https://www.researchsquare.com/article/rs-105739/v1	"Development of Multivalent Nanobodies Blocking SARS CoV 2 Infection by Targeting RBD of Spike Protein"	"Background: The outbreak and pandemic of coronavirus SARS CoV 2 caused significant threaten to global public health and economic consequences. It is extremely urgent that global people must take actions to develop safe and effective preventions and therapeutics. Nanobodies, which are derived f..."
e5cb1560dd69d3a4cf8e10b768212132	http://doi.org/10.1093/nar/gks1342	"Nanobody\u00ae-based chromatin immunoprecipitation/micro-array analysis for genome-wide identification of transcription factor DNA binding sites"	"Abstract. Nanobodies\u00ae are single-domain antibody fragments derived from camelid heavy-chain antibodies. Because of their small size, straightforward production "
815e29742c9079ef261d3caeec468cbd	https://www.spandidos-publications.com/10.3892/or.2017.6131	"Screening and antitumor effect of an anti\u2011CTLA\u20114 nanobody"	""
0e33b08be8b2b2af9f2159d5e21995ce	https://www.biorxiv.org/content/10.1101/2020.06.09.137935v1	"Fast isolation of sub-nanomolar affinity alpaca nanobody against the Spike RBD of SARS-CoV-2 by combining bacterial display and a simple single-step density gradient selection"	"Despite the worldwide efforts to avoid disease progression of COVID-19 into a severe acute respiratory syndrome and avoid its severe impact on health systems; the situation remains critical. Effective diagnosis, treatment, and prophylactic measures are required to meet the worldwide demand: recombinant antibodies such as alpaca Nanobodies fulfill these requirements. Here, we develop a fast track for nanobody isolation against the receptor-binding-domain (RBD) SARS-CoV-2 Spike protein following an optimized immunization, efficient construction of the VHH library for E. coli surface display, and single-step selection of high-affinity nanobodies using a simple density gradient centrifugation of the bacterial library. Following this procedure, we isolate and characterize an alpaca Nanobody against Spike RBD of SARS-CoV-2 in the sub-nanomolar range.\n\n### Competing Interest Statement\n\nThe authors have declared no competing interest."
ace9df61927f26f1de66b1519bcd4c57	http://doi.org/10.1371/journal.pone.0008818	"Llama Single Domain Antibodies Specific for the 7 Botulinum Neurotoxin Serotypes as Heptaplex Immunoreagents"	"Background There are currently 7 known serotypes of botulinum neurotoxin (BoNT) classified upon non-cross reactivity of neutralizing immunoglobulins. Non-neutralizing immunoglobulins, however, can exhibit cross-reactivities between 2 or more serotypes, particularly mosaic forms, which can hamper the development of highly specific immunoassays, especially if based on polyclonal antisera. Here we employ facile recombinant antibody technology to subtractively select ligands to each of the 7 BoNT serotypes, resulting in populations with very high specificity for their intended serotype.  Methods and Findings A single llama was immunized with a cocktail of 7 BoNT toxoids to generate a phage display library of single domain antibodies (sdAb, VHH or nanobodies) which were selected on live toxins. Resulting sdAb were capable of detecting both toxin and toxin complex with the best combinations able to detect 100s-10s of pg per 50 \u00b5L sample in a liquid bead array. The most sensitive sdAb were combined in a heptaplex assay to identify each of the BoNT serotypes in buffer and milk and to a lesser extent in carrot juice, orange juice and cola. Several anti-A(1) sdAb recognized A2 complex, showing that subtype cross-reactivity within a serotype was evident. Many of our sdAb could act as both captor and tracer for several toxin and toxin complexes suggesting sdAb can be used as architectural probes to indicate BoNT oligomerisation. Six of 14 anti-A clones exhibited inhibition of SNAP-25 cleavage in the neuro-2A assay indicating some sdAb had toxin neutralizing capabilities. Many sdAb were also shown to be refoldable after exposure to high temperatures in contrast to polyclonal antisera, as monitored by circular dichroism.  Conclusions Our panel of molecularly flexible antibodies should not only serve as a good starting point for ruggedizing assays and inhibitors, but enable the intricate architectures of BoNT toxins and complexes to be probed more extensively."
3616ed657c05a3ff8bde03fc56e89578	http://doi.org/10.1038/s41598-017-14512-8	"Structural basis of nanobody-mediated blocking of BtuF, the cognate substrate-binding protein of the Escherichia coli vitamin B12 transporter BtuCD"	"Bacterial ABC importers catalyze the uptake of essential nutrients including transition metals and metal-containing co-factors. Recently, an IgG antibody targeting the external binding protein of the Staphylococcus aureus Mn(II) ABC importer was reported to inhibit transport activity and reduce bacterial cell growth. We here explored the possibility of using alpaca-derived nanobodies to inhibit the vitamin B12 transporter of Escherichia coli, BtuCD-F, as a model system by generating nanobodies against the periplasmic binding protein BtuF. We isolated six nanobodies that competed with B12 for binding to BtuF, with inhibition constants between 10\u22126 and 10\u22129\u2009M. Kinetic characterization of the nanobody-BtuF interactions revealed dissociation half-lives between 1.6 and 6\u2009minutes and fast association rates between 104 and 106\u2009M\u22121s\u22121. For the tightest-binding nanobody, we observed a reduction of in vitro transport activity of BtuCD-F when an excess of nanobody over B12 was used. The structure of BtuF in complex with the most effective nanobody Nb9 revealed the molecular basis of its inhibitory function. The CDR3 loop of Nb9 reached into the substrate-binding pocket of BtuF, preventing both B12 binding and BtuCD-F complex formation. Our results suggest that nanobodies can mediate ABC importer inhibition, providing an opportunity for novel antibiotic strategies."
81f138f72738603fbae08b97efcda4fe	http://doi.org/10.1371/journal.pone.0178469	"Selection and characterization of specific nanobody against bovine virus diarrhea virus (BVDV) E2 protein"	"Bovine viral diarrhea-mucosal disease (BVD-MD) is caused by bovine viral diarrhea virus (BVDV), and results in abortion, stillbirth, and fetal malformation in cows. Here, we constructed the phage display vector pCANTAB 5E-VHH and then transformed it into Escherichia coli TG1-competent cells, to construct an initial anti-BVDV nanobody gene library. We obtained a BVDV-E2 antigen epitope bait protein by prokaryotic expression using the nucleotide sequence of the E2 gene of the BVDV-NADL strain published in GenBank. Phage display was used to screen the anti-BVDV nanobody gene library. We successfully constructed a high quality phage display nanobody library, with an initial library capacity of 4.32\u00d7105. After the rescue of helper phage, the titer of the phage display nanobody library was 1.3\u00d71011. The BVDV-E2 protein was then expressed in Escherichia coli (DE3), and a 49.5 kDa band was observed with SDS-PAGE analysis that was consistent with the expected nanobody size. Thus, we were able to isolate one nanobody that exhibits high affinity and specificity against BVDV using phage display techniques. This isolated nanobody was then used in Enzyme Linked Immunosorbent Assay and qRT-PCR, and ELISA analyses of BVDV infection of MDBK cells indicated that the nanobodies exhibited good antiviral effect."
62917fbb7f3fc583623aabdece3306e5	https://www.sciencedirect.com/science/article/pii/S0304416517302003?via%3Dihub	"Exploiting sequence and stability information for directing nanobody stability engineering"	"Variable domains of camelid heavy-chain antibodies, commonly named nanobodies, have high biotechnological potential. In view of their broad range of a\u2026"
0860a8ef23447488c0a71269ca6ea637	http://doi.org/10.1038/s41598-018-20599-4	"Application of Assisted Design of Antibody and Protein Therapeutics (ADAPT) improves efficacy of a Clostridium difficile toxin A single-domain antibody"	"Assisted Design of Antibody and Protein Therapeutics (ADAPT) is an affinity maturation platform interleaving predictions and testing that was previously validated on monoclonal antibodies (mAbs). This study expands the applicability of ADAPT to single-domain antibodies (sdAbs), a promising class of recombinant antibody-based biologics. As a test case, we used the camelid\u00a0sdAb A26.8, a VHH that binds Clostridium difficile toxin A (TcdA) relatively weakly but displays a reasonable level of TcdA neutralization. ADAPT-guided A26.8 affinity maturation resulted in an improvement of one order of magnitude by point mutations only, reaching an equilibrium dissociation constant (KD) of 2\u2009nM, with the best binding mutants having similar or improved stabilities relative to the parent sdAb. This affinity improvement generated a 6-fold enhancement of efficacy at the cellular level; the A26.8 double-mutant T56R,T103R neutralizes TcdA cytotoxicity with an IC50 of 12\u2009nM. The designed mutants with increased affinities are predicted to establish novel electrostatic interactions with the antigen. Almost full additivity of mutation effects is observed, except for positively charged residues introduced at adjacent positions. Furthermore, analysis of false-positive predictions points to general directions for improving the ADAPT\u00a0platform. ADAPT guided the efficacy enhancement of an anti-toxin sdAb, an alternative therapeutic modality for C. difficile."
1a4fe3c54a7a6b5d14e5085a9e0a0ee0	http://doi.org/10.1038/s41598-018-29508-1	"Neutralization of Jun\u00edn virus by single domain antibodies targeted against the nucleoprotein"	"The syndrome viral haemorrhagic fever (VHF) designates a broad range of diseases that are caused by different viruses including members of the family Arenaviridae. Prophylaxis for Argentine Haemorrhagic Fever (AHF), caused by the arenavirus Jun\u00edn (JUNV), has been achieved by the use of a live attenuated vaccine, named Candid#1. The standard treatment of AHF is transfusion of convalescent human plasma. Our aim was to develop an alternative and safer treatment for AHF based on the use of virus-neutralizing single domain antibodies (VHHs). We describe the first reported VHHs directed against an arenavirus. These VHHs could neutralize Candid#1 by altering virion binding/fusion. Surprisingly, the neutralizing VHHs appeared to be specific for the viral nucleoprotein (N) that is not known to be involved in arenavirus entry. Candid#1 VHH-escape viruses had acquired a predicted N-glycosylation site in the surface glycoprotein GP1 that is present in highly pathogenic JUNV strains. Accordingly, the Candid#1-neutralizing VHHs could not neutralize pathogenic JUNV strains, but they could still bind to cells infected with a pathogenic strain or the escape mutant viruses. These results show that the attenuated strains of JUNV can be potently neutralized by nucleoprotein-specific VHHs."
